C:\Users\WWolk\Desktop\DataProcessing\dataset3\9915.jpg,dataset3\9915.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4692.jpg,dataset3\4692.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6502.jpg,dataset3\6502.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4872.jpg,dataset3\4872.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\197.jpg,dataset3\197.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6644.jpg,dataset3\6644.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7490.jpg,dataset3\7490.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\3406.jpg,dataset3\3406.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5388.jpg,dataset3\5388.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6382.jpg,dataset3\6382.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1411.jpg,dataset3\1411.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1776.jpg,dataset3\1776.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\398.jpg,dataset3\398.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\98.jpg,dataset3\98.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2983.jpg,dataset3\2983.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7205.jpg,dataset3\7205.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9215.jpg,dataset3\9215.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6821.jpg,dataset3\6821.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7959.jpg,dataset3\7959.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8749.jpg,dataset3\8749.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9887.jpg,dataset3\9887.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6122.jpg,dataset3\6122.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1870.jpg,dataset3\1870.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1376.jpg,dataset3\1376.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6424.jpg,dataset3\6424.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5333.jpg,dataset3\5333.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7950.jpg,dataset3\7950.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9663.jpg,dataset3\9663.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6819.jpg,dataset3\6819.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\591.jpg,dataset3\591.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2105.jpg,dataset3\2105.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\465.jpg,dataset3\465.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2581.jpg,dataset3\2581.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6655.jpg,dataset3\6655.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8897.jpg,dataset3\8897.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5162.jpg,dataset3\5162.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5961.jpg,dataset3\5961.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\599.jpg,dataset3\599.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8266.jpg,dataset3\8266.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2089.jpg,dataset3\2089.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7628.jpg,dataset3\7628.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5210.jpg,dataset3\5210.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1674.jpg,dataset3\1674.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8630.jpg,dataset3\8630.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\473.jpg,dataset3\473.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8234.jpg,dataset3\8234.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8150.jpg,dataset3\8150.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1984.jpg,dataset3\1984.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5686.jpg,dataset3\5686.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6322.jpg,dataset3\6322.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2893.jpg,dataset3\2893.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8777.jpg,dataset3\8777.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9257.jpg,dataset3\9257.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9545.jpg,dataset3\9545.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\3372.jpg,dataset3\3372.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6867.jpg,dataset3\6867.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5806.jpg,dataset3\5806.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4577.jpg,dataset3\4577.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1010.jpg,dataset3\1010.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1427.jpg,dataset3\1427.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4769.jpg,dataset3\4769.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7797.jpg,dataset3\7797.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4841.jpg,dataset3\4841.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\122.jpg,dataset3\122.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4934.jpg,dataset3\4934.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4886.jpg,dataset3\4886.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2070.jpg,dataset3\2070.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5747.jpg,dataset3\5747.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4546.jpg,dataset3\4546.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1361.jpg,dataset3\1361.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2987.jpg,dataset3\2987.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6952.jpg,dataset3\6952.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5337.jpg,dataset3\5337.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8559.jpg,dataset3\8559.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2260.jpg,dataset3\2260.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9129.jpg,dataset3\9129.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4593.jpg,dataset3\4593.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8629.jpg,dataset3\8629.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2456.jpg,dataset3\2456.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\3180.jpg,dataset3\3180.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5818.jpg,dataset3\5818.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4218.jpg,dataset3\4218.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1393.jpg,dataset3\1393.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\870.jpg,dataset3\870.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8654.jpg,dataset3\8654.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9740.jpg,dataset3\9740.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\247.jpg,dataset3\247.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\5898.jpg,dataset3\5898.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\6111.jpg,dataset3\6111.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\1256.jpg,dataset3\1256.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7320.jpg,dataset3\7320.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2674.jpg,dataset3\2674.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4125.jpg,dataset3\4125.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4842.jpg,dataset3\4842.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\3825.jpg,dataset3\3825.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\8541.jpg,dataset3\8541.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4750.jpg,dataset3\4750.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\7969.jpg,dataset3\7969.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\927.jpg,dataset3\927.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\3360.jpg,dataset3\3360.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9426.jpg,dataset3\9426.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\836.jpg,dataset3\836.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4502.jpg,dataset3\4502.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\470.jpg,dataset3\470.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\2598.jpg,dataset3\2598.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\9385.jpg,dataset3\9385.jpg,brownbear
C:\Users\WWolk\Desktop\DataProcessing\dataset3\4173.jpg,dataset3\4173.jpg,brownbear
